Where,lat,lng
New Jersey Blairstown,40.9831018,-74.9589405
North Carolina Ramseur,35.7334711,-79.6525267
New Zealand Wellington,-41.2864603,174.776236
California Springville,36.1302265,-118.8181495
Florida Lakeland,28.0394654,-81.9498042
California Oxnard,34.1975048,-119.1770516
Michigan Detroit,42.331427,-83.0457538
Oregon Salem,44.9428975,-123.0350963
Iowa Preston,42.0502844,-90.3960275
Michigan Boyne City,45.2166751,-85.01394189999999
Tennessee Red Broiling Springs,36.5333888,-85.8499798
"United Kingdom Watford, Hertfordshire",51.656489,-0.39032
California Danville,37.8215929,-121.9999606
Illinois Moline,41.5067003,-90.51513419999999
"United Kingdom Welwyn Garden City, Herts",51.8031689,-0.208661
"United Kingdom Rhymney, Gwent",51.759646,-3.2857481
Florida Navarre,30.4109342,-86.91232169999999
Kansas Wichita,37.68717609999999,-97.33005299999999
United Kingdom Liverpool,53.4083714,-2.9915726
Arizona Apache Junction,33.4150485,-111.5495777
North Carolina Fayetteville,35.0526641,-78.87835849999999
Florida Longwood,28.7030519,-81.3384011
United Kingdom Barnsley,53.55263,-1.479726
Spain Córdoba,37.8881751,-4.7793835
Illinois Elmwood Park,41.9211423,-87.8092266
"United Kingdom Settle, Yorkshire",54.06824599999999,-2.277655
Idaho Idaho Falls,43.49266069999999,-112.0407584
Oklahoma Ochelata,36.6000907,-95.9797109
Connecticut New London,41.3556539,-72.0995209
North Carolina Shelby,35.2923513,-81.5356463
Canada Lacombe,52.4684651,-113.7306644
Australia Manly,-33.8060158,151.2947775
Australia Nambour,-26.6236983,152.9587706
Australia Sydney,-33.8688197,151.2092955
California Milpitas,37.4323341,-121.8995741
New Jersey Seaside Park,39.9267852,-74.0770806
Alabama Ashford,31.1829562,-85.23632099999999
Massachusetts South Dartmouth,41.591251,-70.9431633
Ohio Alliance,40.9153362,-81.10593089999999
Ohio West Lafayette,40.2753487,-81.7509601
"United Kingdom Bhojpur District, Deaurali",25.466155,84.5222189
Estonia ,58.595272,25.0136071
Ohio Atwater,41.0238009,-81.1635821
Georgia Winston,33.6494382,-84.8585238
Texas Hurst,32.8234621,-97.1705678
"District of Columbia Washington, D.C.",38.9071923,-77.0368707
Washington University Place,47.2356536,-122.5504041
Washington Enumclaw,47.2042681,-121.9915003
California Ione,38.3526912,-120.9327177
Czech Republic Albrechtice,49.78645230000001,18.524445
Tennessee Nashville,36.1626638,-86.7816016
Michigan Scotts,42.1959493,-85.41294649999999
Nebraska Omaha,41.2565369,-95.9345034
Texas Lumberton,30.2657655,-94.1996286
Massachusetts Plymouth,41.9584457,-70.6672621
Florida Valrico,27.9462615,-82.2420317
New Jersey Clarksboro,39.7997523,-75.2240549
Georgia Tucker,32.51281,-92.12181
Indiana Porter,41.6163803,-87.0747971
Missouri Velda Village,38.6906068,-90.2873357
Michigan Davison,43.0347491,-83.5180063
California American Canyon,38.1749178,-122.2608044
Tennessee Vonore,35.590078,-84.2418612
Oklahoma Oklahoma City,35.4675602,-97.5164276
California Dana Point,33.4672256,-117.6981014
California San Bernadino,34.1083449,-117.2897652
Wisconsin Darlington,42.6830566,-90.1176258
Idaho Nampa,43.5788175,-116.55978
Ohio Scio,40.3958988,-81.0848211
United Kingdom Blackburn,53.748575,-2.487529
Florida Fort Walton Beach,30.42007079999999,-86.6170308
Michigan Ecorse,42.2444833,-83.1457569
Nevada Reno,39.5296329,-119.8138027
Wisconsin Appleton,44.2619309,-88.41538469999999
North Carolina Asheville,35.5950581,-82.5514869
Oklahoma Minco,35.3128371,-97.9444913
Texas Pharr,26.1947962,-98.1836216
"United Kingdom Darlington, Durham",54.52361,-1.559458
California Huntington Park,33.9816812,-118.2250725
Georgia Winder,33.9926097,-83.7201709
Indiana Spencer,39.2867117,-86.7625058
Oklahoma Okmulgee,35.6266957,-95.9515399
Oklahoma Collinsville,36.3645384,-95.83887659999999
Oklahoma Lamar,35.0995359,-96.12750349999999
California Lawndale,33.887237,-118.3525744
France Dijon,47.322047,5.04148
South Carolina Mount Pleasant,32.8323225,-79.82842579999999
New York Tyrone,42.4081278,-77.0583015
Denmark ,56.26392,9.501785
Wisconsin Black River Falls,44.2946833,-90.8515311
California Livermore,37.6818688,-121.7684732
Florida Deltona,28.9005446,-81.26367379999999
United Kingdom Reading,51.4542645,-0.9781303
Virginia Sterling,39.0066993,-77.4291298
Florida Orlando,28.5383355,-81.3792365
Texas Watauga,32.8579056,-97.25473710000001
Kentucky Owensboro,37.7719074,-87.1111676
North Carolina Providence,36.5051396,-79.3702989
Texas Venus,32.4334742,-97.10250769999999
Illinois Jacksonville,39.733936,-90.2290098
Massachusetts Duxbury,42.0417525,-70.6722767
Australia Kogarah,-33.9643523,151.1372588
New Zealand Tokomaru,-40.4736057,175.5113281
New York Kingston,41.9270367,-73.9973608
North Carolina Pace,35.830394,-78.777165
South Dakota Vermillion,42.7794417,-96.9292104
Oklahoma Porter,35.8709334,-95.522476
Minnesota Bagley,47.5216231,-95.39834909999999
Oklahoma Kingston,33.99871,-96.7197216
France Comoros,-12.1725323,44.2658053
Texas Milam,31.4324041,-93.8457416
Oklahoma Stillwater,36.1156071,-97.0583681
North Carolina Fletcher,35.4306712,-82.5012316
California Williams,39.1546137,-122.1494187
New York Yonkers,40.9312099,-73.89874689999999
Oregon Cornelius,45.5202404,-123.0470484
New Jersey Manchester,39.9711696,-74.33928209999999
New Jersey Pitman,39.732892,-75.1315651
"France Calvi, Haute-Corse",42.567651,8.757221999999999
Louisiana Shreveport,32.5251516,-93.7501789
West Virginia Washington,39.244853,-81.6637765
Colorado Centennial,39.5807452,-104.8771726
Kansas Olathe,38.8813958,-94.81912849999999
Nebraska Lincoln,40.813616,-96.7025955
Hawaii Kokomo,20.87,-156.3088889
Utah Taylorsville,40.66772479999999,-111.9388258
California Ukiah,39.1501709,-123.2077831
Michigan Petoskey,45.3733428,-84.9553296
California Angwin,38.5757402,-122.4499796
Nebraska South Sioux City,42.4648558,-96.4130601
North Carolina Jacksonville,34.7540524,-77.4302414
United States Quebec City,46.810568,-71.204846
Missouri Kansas City,39.0997265,-94.5785667
Kansas Hays,38.8791783,-99.3267702
Minnesota Duluth,46.78667189999999,-92.1004852
Iowa Rockford,43.0521922,-92.94853010000001
Utah Blanding,37.6241646,-109.478177
Connecticut Stamford,41.0534302,-73.5387341
Minnesota Minneapolis,44.977753,-93.2650108
Arkansas Green Forest,36.3353472,-93.4360188
Massachusetts West Hyannisport,41.63662739999999,-70.3189575
Texas Fort Worth,32.7554883,-97.3307658
Florida Stuart,27.197548,-80.2528257
Ohio Canton,40.79894729999999,-81.378447
Utah Vernal,40.4555157,-109.5287479
"United Kingdom Weymouth, Dorset",50.6144279,-2.457621
Georgia Warner Robins,32.6130007,-83.624201
California Chatsworth,34.2506356,-118.61481
Alabama Red Bay,34.4398202,-88.1408747
Oklahoma Chelsea,36.535647,-95.432474
Florida Jacksonville,30.3321838,-81.65565099999999
Kansas Holton,39.4652724,-95.7363723
Maryland Silver Spring,38.99066570000001,-77.026088
Oklahoma Sapulpa,35.9987007,-96.1141664
North Carolina Wilson,35.7212689,-77.9155395
Pennsylvania Dallastown,39.8995444,-76.6402452
Pennsylvania Moscow,41.3367497,-75.51851909999999
Ohio Brecksville,41.31977630000001,-81.62679039999999
California Daly City,37.6879241,-122.4702079
Oklahoma Broken Arrow,36.060949,-95.7974526
Poland Podchojny,50.6628935,20.3250956
Italy Roma,41.9027835,12.4963655
Texas Canyon Lake,29.8752177,-98.2625127
California Loomis,38.8212889,-121.1930041
Colorado Crook,40.8588799,-102.8010264
United Kingdom Plymouth,50.3754565,-4.1426565
Pennsylvania Lebanon,40.3409251,-76.4113497
Pennsylvania Halifax,40.4681409,-76.9319198
Maine Hartland,44.8965211,-69.51285299999999
Pennsylvania Holland,40.2010288,-74.9722322
Washington Colville,48.5449971,-117.9009545
Florida Oldsmar,28.0341847,-82.6650992
United Kingdom Port Elizabeth,-33.94985,25.58004
South Dakota Rapid City,44.0805434,-103.2310149
Hawaii Kailua Kona,19.639994,-155.9969261
France Cherbourg,49.6337308,-1.622137
Kentucky Mount Olivet,38.531463,-84.036872
France Caen,49.182863,-0.370679
France Sedan,49.70349,4.93863
France Fontenay aux Roses,48.789776,2.287181
France Lyon,45.764043,4.835659
Minnesota Greenfield,45.1032966,-93.6913527
Michigan Midland,43.6155825,-84.2472116
Utah Logan,41.7369803,-111.8338359
New York Albany,42.6525793,-73.7562317
Massachusetts Enfield,42.3830198,-72.3133529
Louisiana Pineville,31.3224044,-92.4343035
South Carolina Tega Cay,35.02431200000001,-81.0278546
Florida Port St. Lucie,27.2730492,-80.3582261
Michigan Battle Creek,42.3211522,-85.17971419999999
Utah Sandy,40.5649781,-111.8389726
United Kingdom Edinburgh,55.953252,-3.188267
Italy Pomigliano D’Arco,40.9101303,14.3829123
Indiana Cloverdale,39.5147682,-86.7938968
New York Phoenix,33.5095316,-112.0701095
California Maplewood,37.3958614,-122.093908
Texas Sinton,28.0366818,-97.5091611
Arizona Avondale,33.4355977,-112.3496021
Wisconsin Spring Valley,44.8452432,-92.2387957
Louisiana Harvey,29.9035387,-90.0772944
California Albany,37.886704,-122.2977557
Spain ,40.46366700000001,-3.74922
South Carolina Mullins,34.2057166,-79.25449019999999
California Menifee,33.6971468,-117.185294
Florida Oakland Park,26.1723065,-80.1319893
France DreuxDreux,48.736134,1.370889
Canada Rimouski,48.4389803,-68.5349704
New Hampshire East Kingston,42.925219,-71.0165766
Alabama Prattville,32.4640245,-86.4596966
California Antelope,38.7166871,-121.3644216
Virginia Harrisonburg,38.4495688,-78.8689155
New Jersey Toms River,39.9537358,-74.1979458
Ohio Englewood,39.8775553,-84.3021672
Florida Sebring,27.495592,-81.440907
Texas Midland,31.9973456,-102.0779146
Michigan Saginaw Township,43.4530016,-84.0273168
France Grenoble,45.188529,5.724524
United Kingdom Stoke on Trent,53.002668,-2.179404
Wisconsin Beloit,42.5083482,-89.03177649999999
Massachusetts Blackstone,42.0418415,-71.53678599999999
Missouri Whiteman Air Force Base,38.7289955,-93.5605515
South Carolina Lodge,33.2421366,-81.37852819999999
New York Cuba,40.7290916,-73.9988446
"United Kingdom Whitby, Yorkshire",54.486335,-0.613347
Wisconsin Friendship,43.97052619999999,-89.81679299999999
Missouri Weatherby Lake,39.23778009999999,-94.6960699
Connecticut Woodbridge,41.352597,-73.0084385
Wyoming Douglas,42.7596897,-105.3822069
California Poway,32.9628232,-117.0358646
France Nord-Pas-de-Calais,50.48011529999999,2.7937265
Hungary Lengyeltóti,46.6677937,17.6363572
North Carolina Stanley,35.3590256,-81.0970214
Louisiana Acadia,30.2297347,-92.38136209999999
Massachusetts Middlesex,42.467206,-71.2874209
Pennsylvania New Bethlehem,41.0017319,-79.3314297
United Kingdom Nottingham,52.95478319999999,-1.1581086
Colorado Fort Collins,40.5852602,-105.084423
Texas Gladewater,32.53653329999999,-94.94271680000001
United Kingdom Gloucester,51.8642449,-2.238156
Ohio Miamisburg,39.6428362,-84.2866083
Michigan L’Anse,46.7565991,-88.45290849999999
Texas Quitman,32.7959605,-95.4510641
Mississippi Golden,34.48843069999999,-88.18865389999999
New York Cohocton,42.5022907,-77.5072102
United Kingdom Huntly,57.445936,-2.7878058
Poland Gniezno,52.5349253,17.5826575
"Germany Belovo, Kemerovo Oblast",54.4102969,86.2936947
North Carolina Four Oaks,35.4448836,-78.4269489
France Albi,43.9250853,2.1486413
Connecticut North Granby,41.99639080000001,-72.829709
Texas Burnet,30.75823759999999,-98.2283585
Australia Melbourne,-37.8136276,144.9630576
Washington Port Angeles,48.118146,-123.4307413
California Riverside,33.9806005,-117.3754942
Germany Hannover,52.3758916,9.732010400000002
Germany Kastellaun,50.07141559999999,7.445131600000001
Canada Unknown,45.4239811,-75.6954782
Ohio Kent,41.1536674,-81.3578859
Pennsylvania New Philadelphia,40.7195342,-76.11577079999999
Spain Zaragoza,41.6488226,-0.8890853
United Kingdom Kent,51.2787075,0.5217254000000001
"United Kingdom Hammersmith, London",51.491187,-0.223731
Iowa Ottumwa,41.01602930000001,-92.40830220000001
California Citrus Heights,38.7071247,-121.2810611
Washington Port Orchard,47.5403732,-122.6362492
Puerto Rico Camuy,18.451728,-66.85357490000001
Kansas Bel Aire,37.7708346,-97.25989129999999
Pennsylvania New Castle,41.0036719,-80.34700900000001
Ohio West Salem,40.9714448,-82.1098748
Ohio Chesterland,41.5222735,-81.3378874
Germany Stadtallendorf,50.8218537,9.020215100000001
Texas Garland,32.912624,-96.63888329999999
Ohio Sardinia,39.0078448,-83.8085377
California Chula Vista,32.6400541,-117.0841955
United Kingdom Portsmouth,50.8197675,-1.0879769
Jordan ,30.585164,36.238414
France Pays de la Loire,47.7632836,-0.3299687
"Hungary Besnyo,",47.1892568,18.7936832
Hungary Nyírmeggyes,47.91443839999999,22.2647033
South Carolina North Charleston,32.8771106,-80.0130514
Florida Gainesville,29.6516344,-82.32482619999999
Missouri Melton,37.4283799,-91.1801303
Mississippi Pearl,32.2662515,-90.13426079999999
Nebraska Norfolk,42.03272339999999,-97.41375529999999
California Modesto,37.63909719999999,-120.9968782
Pennsylvania Lancaster,40.0378755,-76.3055144
California Edwards Air Force Base,34.9240314,-117.8912085
"Romania Gorj County (Jude?ul Gorj), Oltenia/",44.94855949999999,23.2427079
Texas Sheridan,29.4935743,-96.6710854
New York Westfield,40.7114771,-74.011478
Florida Plant City,28.0186323,-82.1128641
Virginia Midlothian,37.5061069,-77.6490005
Texas Hockley,30.026861,-95.8458562
Connecticut New Haven,41.308274,-72.9278835
Tennessee Knoxville,35.9606384,-83.9207392
Massachusetts Auburn,42.1945385,-71.8356271
Alabama Gadsden,34.014264,-86.0066386
Washington Edmonds,47.8106521,-122.3773551
Ohio Germantown,39.6261682,-84.3693882
Michigan Gaylord,45.0275126,-84.6747523
Washington White Swan,46.38290370000001,-120.7311801
Ohio Newark,40.0581205,-82.4012642
Virginia Warrenton,38.7134516,-77.7952712
Michigan South Lyon,42.46059,-83.6516063
North Carolina Hendersonville,35.3187279,-82.4609528
Iowa Grimes,41.6883646,-93.7925199
Pennsylvania Greencastle,39.790371,-77.7277714
Texas Andrews,32.31871580000001,-102.5457155
Ohio Akron,41.0814447,-81.51900529999999
France Sainte-Marie,47.694652,-2.001438
Poland Luszyn,52.2723118,19.764962
Palau Koror,7.3410628,134.4771596
Texas Waxahachie,32.3865312,-96.8483311
Texas Beeville,28.4008319,-97.7483312
"United States Green Bay, WI",44.5133188,-88.0132958
Missouri Warrensburg,38.7627893,-93.73604979999999
Florida Immokalee,26.4185248,-81.4174057
Ohio Sandusky,41.4561754,-82.71168209999999
Minnesota St. Paul,44.9537029,-93.0899578
Iowa Shell Rock,42.710237,-92.58295629999999
Iowa Council Bluffs,41.2619444,-95.8608333
Kentucky Fort Thomas,39.07506070000001,-84.4471633
Puerto Rico Yauco,18.034964,-66.84989829999999
Florida Daytona Beach,29.2108147,-81.0228331
Mississippi Brandon,32.2788733,-90.001384
Texas Arlington,32.735687,-97.10806559999999
Michigan Niles,41.8297694,-86.2541768
New York Tonawanda,43.0203347,-78.880315
Texas Franklin,31.0260194,-96.4852444
Texas Denton,33.2148412,-97.13306829999999
California Santa Clara,37.3541079,-121.9552356
Poland Bialystok,53.13248859999999,23.1688403
Norway Åndalsnes,62.56744610000001,7.68722
Rhode Island Cumberland,41.9721816,-71.4061876
United Kingdom Livingston,55.90070799999999,-3.518068
Texas Cleburne,32.3476438,-97.38668369999999
Georgia Griffin,33.2467807,-84.2640904
Florida Hialeah,25.8575963,-80.2781057
California Pleasanton,37.6604484,-121.8757968
Connecticut Moosup,41.7128767,-71.8809054
Canada Victoriaville,46.0556724,-71.95895589999999
Wisconsin Green Bay,44.5133188,-88.0132958
United Kingdom Backwell in Somerset,51.410973,-2.732413
Ohio Chillicothe,39.3331197,-82.9824019
Florida Homosassa,28.7813722,-82.6151001
California Canyon Country,34.4235425,-118.4720633
Ohio Bucyrus,40.8083909,-82.97546489999999
Texas Fort Hood,31.1950013,-97.7413143
United Kingdom Brighton,50.82253000000001,-0.137163
Colorado Bennett,39.7588736,-104.4274609
Connecticut Watertown,41.6062042,-73.11833969999999
California Bellflower,33.8816818,-118.1170117
West Virginia Maidsville,39.6884134,-79.9800626
Vermont Danville,44.4114954,-72.14009
"United Kingdom Banbridge, County Down",54.41449660000001,-6.1493965
Arkansas Mountain Pine,34.5720347,-93.1732401
Illinois Antioch,42.4772418,-88.0956396
California Rancho Santa Margarita,33.640171,-117.602832
Iowa Cherokee,42.7496413,-95.55154309999999
South Carolina Williamston,34.6184471,-82.4779053
"United Kingdom Kirkcaldy, Fife",56.1168249,-3.158137
Texas Cookville,33.1864356,-94.8544076
Connecticut Norwalk,41.11774399999999,-73.4081575
Missouri Monett,36.9289502,-93.92770709999999
Michigan Saginaw,43.4194699,-83.9508068
Italy Occhiobello,44.9244683,11.6013945
Minnesota Rosemount,44.7394103,-93.12577230000001
Nevada Las Vegas,36.1699412,-115.1398296
France Lille,50.62925,3.057256
Federated States of Micronesia Pohnpei,6.8541254,158.2623822
Pennsylvania Aliquippa,40.615537,-80.26218519999999
Wisconsin Waukesha,43.0116784,-88.2314813
Germany München (Munich),48.1351253,11.5819805
Tennessee Columbia,35.6150716,-87.0352831
Germany Backnang,48.9471455,9.434181299999999
Oregon Talent,42.2456844,-122.7886462
Germany Langdorf,49.0119622,13.1479263
Ohio Perrysburg,41.556996,-83.627157
Michigan Great Falls,47.50186009999999,-111.2739471
Finland ,61.92410999999999,25.7481511
"United Kingdom Spennymoor, County Durham",54.69772099999999,-1.58552
"United Kingdom Marchwood, Hampshire",50.8918843,-1.4483102
Ohio Harrod,40.7064404,-83.92132989999999
New Jersey Jamestown,40.3526079,-74.4401513
Ohio Norwalk,41.24255309999999,-82.6157331
"United Kingdom Bangor, County Down",54.6541971,-5.6730648
New Jersey Dumont,40.9406541,-73.9968051
Australia Hobart,-42.8821377,147.3271949
Iowa Coon Rapids,41.8708192,-94.6774786
Virginia Prince William,38.7838939,-77.6077865
Poland Lubelskie,51.2493519,23.1011392
Poland Lodzkie,51.4634771,19.1726974
Florida Lehigh Acres,26.6253497,-81.6248026
North Carolina Chadbourn,34.3221129,-78.8269664
Alabama Millbrook,32.4798575,-86.36191629999999
Italy Oristano,39.906182,8.5883863
Alabama Axis,30.9297926,-88.02726469999999
New Jersey Robbinsville,40.2162036,-74.6195327
Texas Texarkana,33.425125,-94.04768820000001
California Ranch Murieto,38.5018527,-121.0946669
Ohio Harrison,39.2536967,-84.7915999
Arkansas Fayetteville,36.082156,-94.17185420000001
Texas Zapata,26.9072605,-99.27142549999999
Missouri Seymour,37.1464398,-92.7687818
Louisiana Kenner,29.9940924,-90.2417434
Maryland Hagerstown,39.6417629,-77.71999319999999
United Kingdom Suva,-18.1169364,178.43959
Missouri Sainte Genevieve,37.9786618,-90.0475582
Italy Thiene,45.7070408,11.4773537
Texas Hutto,30.54269949999999,-97.5466702
Tennessee Cordova,35.1598391,-89.761545
Illinois Bethalto,38.9092138,-90.0406608
South Carolina Woodruff,34.7395701,-82.0370466
"United Kingdom Gateshead, Tyne And Wear",54.95268,-1.603411
California Marina,36.68440289999999,-121.802173
Canada St-Cyrille-de-Wendover,45.9328471,-72.424601
Texas Mathis,28.0944558,-97.82805429999999
"France Pompey, Meurthe et Moselle",48.76571500000001,6.122699
Minnesota Princeton,45.569965,-93.58162779999999
Pennsylvania Pittsburgh,40.44062479999999,-79.9958864
Virginia Radford,37.13179239999999,-80.5764477
Florida West Palm Beach,26.7153424,-80.0533746
Florida Sunrise,26.1669711,-80.25659499999999
California Redwood City,37.48521520000001,-122.2363548
North Carolina Conway,36.4370974,-77.22885629999999
Hawaii Ewa Beach,21.313149,-158.0089992
Alabama Alexander City,32.944012,-85.9538532
Massachusetts Fall Rivers,41.7014912,-71.1550451
Massachusetts Salem,42.51954,-70.8967155
Florida Yulee,30.6319034,-81.6064866
Washington Vancouver,45.6257379,-122.6760886
New Hampshire Derry,42.8806437,-71.3273346
Texas Orange Grove,27.9566843,-97.9369447
Texas Odessa,31.8456816,-102.3676431
United Kingdom Wellington,50.978564,-3.2244989
California Seaside,36.6149217,-121.822098
Ohio Peebles,38.9489593,-83.40574579999999
New Mexico Kirtland,36.7341684,-108.3598009
Arkansas Bentonville,36.3728538,-94.2088172
Massachusetts Sudbury,42.3834278,-71.4161725
Maine Mexico,44.5571093,-70.5433579
Georgia Senoia,33.3023411,-84.5538165
Wisconsin Beaver Dam,43.4577692,-88.837329
California Quartz Hill,34.6452645,-118.2181308
Ohio Athens,39.3292396,-82.1012554
Indiana Tell City,37.9514447,-86.76776629999999
Mississippi Picayune,30.5254692,-89.67950839999999
Pennsylvania Wyomissing,40.32953699999999,-75.9652117
Arkansas Fort Smith,35.3859242,-94.39854749999999
Texas Conroe,30.3118769,-95.45605119999999
"United Kingdom St Helens, Merseyside",53.456307,-2.737095
Netherlands ,52.132633,5.291265999999999
California Grass Valley,39.2190608,-121.0610606
Denmark Frederikshavn,57.442711,10.521006
Ohio Fairborn,39.8208925,-84.01937889999999
North Carolina Mills River,35.3884479,-82.566789
Wisconsin Greenfield,42.9614039,-88.0125865
"United Kingdom Coleraine, County Londonderry",55.1325802,-6.664610300000001
Michigan Chesterfield,42.6960659,-82.79941939999999
Florida Davie,26.0764783,-80.25211569999999
Missouri Freeman,38.6183445,-94.5052305
North Carolina Clemmons,36.0215258,-80.3819984
Ohio Wheelersburg,38.73035489999999,-82.8554477
Georgia Thomasville,30.8365815,-83.9787808
South Carolina Dalzell,34.0168212,-80.4300818
Maryland Frostburg,39.6581424,-78.92835699999999
Illinois Arlington Heights,42.0883603,-87.98062650000001
New York Chittenango,43.0450671,-75.86658
Louisiana Greenwood,32.4429323,-93.9729615
Maine New Portland,44.884224,-70.0967304
Pennsylvania Reading,40.3356483,-75.9268747
Pennsylvania Hughestown,41.3270244,-75.77324879999999
Michigan Cottrellville,42.6923207,-82.53703010000001
New York Williamsville,42.963947,-78.73780909999999
Rhode Island Middletown,41.5218243,-71.2834538
Illinois Hoyleton,38.4417163,-89.2742452
Arizona Flagstaff,35.1982836,-111.651302
Colorado Arvada,39.8027644,-105.0874842
Illinois Rochester,39.7494943,-89.53176030000002
Maine Aroostook,46.819941,-68.4766064
Massachusetts Belmont,42.3956405,-71.1776114
Illinois Plainfield,41.632223,-88.2120315
"United Kingdom Gosport, Hampshire",50.794995,-1.117547
California Wasco,35.5941238,-119.3409457
North Carolina Winston Salem,36.0837485,-80.2464384
Missouri Waldorf,38.605782,-90.35624399999999
New Jersey Hopatcong,40.9328762,-74.6593281
Louisiana Lafayette,30.2240897,-92.0198427
Denmark Toreby,54.753032,11.7876049
Indiana Logansport,40.7544843,-86.3566659
Ohio Circleville,39.600618,-82.9460133
New Jersey Elizabeth,40.6639916,-74.2107006
United Kingdom Hertfordshire,51.80978229999999,-0.2376744
Oregon Dallas,44.9192844,-123.3170472
Sweden ,60.12816100000001,18.643501
Mississippi Waynesboro,31.674883,-88.6461465
Arkansas Clarksville,35.4714724,-93.46657309999999
Texas Carrollton,32.9756415,-96.8899636
Illinois Byron,42.1269692,-89.2556618
Poland Trzebiatkowa,54.0650455,17.3038927
California Rosamond,34.8641446,-118.1634075
Virginia Portsmouth,36.8354258,-76.2982742
California Spring Valley,32.744774,-116.998916
Georgia Midland,32.5752141,-84.8281267
Utah Grantsville,40.5999425,-112.4643988
California Granite Bay,38.7632345,-121.1638361
Oregon Albany,44.6365107,-123.1059282
Missouri Saint Charles,38.7881062,-90.4974359
Wisconsin Manitowoc,44.0886059,-87.657584
Louisiana Slidell,30.2751945,-89.78117449999999
Italy Pisa,43.7228386,10.4016888
"Italy Alghero, Sassari",40.5579517,8.319294900000001
Italy Lentini,37.2838188,14.996114
Florida North Miami Beach,25.9331488,-80.1625463
United Kingdom Andover,51.2111975,-1.4919233
Germany Halle,51.4969802,11.9688029
New York Greenwood Lake,41.2225942,-74.29431699999999
Georgia Cordele,31.9635074,-83.7823938
Illinois Schiller Park,41.95586369999999,-87.8708965
Texas McKinney,33.1983388,-96.6389342
Minnesota New London,45.3010756,-94.94417729999999
Florida Chiefland,29.4749621,-82.8598421
Michigan Fenwick,43.1491988,-85.0802908
United Kingdom Gorkha,51.0624704,-1.3202738
United States Lexington,38.0405837,-84.5037164
South Carolina Aiken,33.5604168,-81.7195533
"Romania Sintereag, Bistrita-Nasaud",47.1789479,24.2935271
"Romania Zânca, Bistrita-Nasaud",47.2486107,24.5322814
Michigan Union City,42.0667135,-85.1360882
Georgia Not yet reported,32.1656221,-82.9000751
Kentucky Corbin,36.9486986,-84.0968761
Alabama Tuscaloosa,33.2098407,-87.56917349999999
Pennsylvania Gallitzin,40.482293,-78.5516827
Poland Goldap,54.3069111,22.3034477
Illinois Peoria,40.6936488,-89.5889864
Ohio Cincinnati,39.1031182,-84.5120196
"United Kingdom Penllergaer, Swansea",51.670418,-4.007427
Guam Yigo,13.5639627,144.9061342
Mississippi Tunica,34.6845455,-90.3828769
Maine Sanford,43.4391627,-70.7742804
Vermont Swanton,44.9180982,-73.1242977
Denmark Korsør,55.32576299999999,11.1493901
Maryland Owings,38.7170349,-76.6007915
Missouri Hurland,36.6131689,-93.5599502
Utah Orem,40.2968979,-111.6946475
Illinois Pleasant Plains,39.8728269,-89.9212211
Iowa Muscatine,41.424473,-91.0432051
Minnesota St. Louis Park,44.9597376,-93.3702186
Georgia Fitzgerald,31.7149082,-83.25265449999999
Mississippi Hernando,34.823987,-89.9937018
Illinois Brighton,39.0397688,-90.1406643
Missouri Not yet reported,37.9642529,-91.8318334
Kentucky Rineyville,37.7495098,-85.9699631
Pennsylvania Bethlehem,40.6259316,-75.37045789999999
Italy Not yet reported,NAN,NAN
Virginia Richmond,37.5407246,-77.4360481
Utah Salt Lake City,40.7607793,-111.8910474
New York Randolph,42.162005,-78.9753174
"United Kingdom Bolton, Lancashire",53.57686469999999,-2.4282192
Hungary Pápa,47.3260464,17.4697834
New Hampshire Goffstown,43.0204052,-71.6002223
Kansas Mulvane,37.474464,-97.2439325
Georgia Captain,31.2234924,-82.3423552
United Kingdom Greenock,55.95647599999999,-4.771983
"United Kingdom Richmond, North Yorkshire",54.403465,-1.732618
North Carolina Rocky Point,34.4350957,-77.8877304
Pennsylvania Indiana,40.6214551,-79.15253489999999
Florida Titusville,28.6122187,-80.8075537
North Carolina Gransboro,36.0726354,-79.7919754
California Redlands,34.0555693,-117.1825381
Kansas Harper,37.2866863,-98.02589449999999
Nebraska Papillon,41.1544432,-96.0422378
Indiana Huntington,40.8831011,-85.49747599999999
Wisconsin Conover,46.0546741,-89.25791389999999
Texas Cypress,29.9716905,-95.6937856
South Dakota White,44.4346879,-96.64977359999999
France Saint-Dié-des-Vosges,48.2874679,6.947767
Estonia Not yet reported,NAN,NAN
Canada Corner Brook,48.9489967,-57.95027260000001
Missouri Festus,38.2206101,-90.3959543
Arkansas Harrison,36.2297936,-93.1076765
Utah Not yet reported,39.3209801,-111.0937311
Florida Casselberry,28.677775,-81.3278455
Tennessee Chattanooga,35.0456297,-85.3096801
California Westlake Village,34.1466467,-118.8073729
California Yucca Valley,34.1141743,-116.432235
Minnesota Pine City,45.8229105,-92.9703435
Wisconsin Prairie du Sac,43.2869331,-89.7240116
Georgia Moreland,33.2867851,-84.7677111
Spain Vimianzo,43.1100723,-9.0324238
Spain Albacete,38.994349,-1.8585424
Australia Not yet reported,NAN,NAN
Vermont West Danville,44.4078953,-72.2104832
Connecticut South Glastonbury,41.6670603,-72.595888
Illinois Creve Coeur,40.6472603,-89.5912098
France Paris,48.856614,2.3522219
France Not yet reported,NAN,NAN
Virginia Falls Church,38.88233400000001,-77.1710914
