Casualty_Location,lat_c,lng_c
Afghanistan Kandahar Southern Kandahar,31.628871,65.7371749
Afghanistan Zabul Forward Operating Base Lagman,32.1305227,66.9279814
Afghanistan Kunar Lar Sholtan Village,34.966667,71.35
Afghanistan Kapisa Combat Outpost Hutnik,34.9810572,69.6214562
Afghanistan Kunduz Baghi Shirkat area,36.7285907,68.8680663
"Germany Nangarhar Landstuhl Reg. Med. Center, Landstuhl, Germany",49.40426,7.559619999999999
Afghanistan Kunar Shigalwashheltan,35.0883133,71.36685039999999
Afghanistan Helmand Budwan patrol base,31.3636474,63.95861110000001
Afghanistan Kunduz Za Khel,36.696644,68.84723699999999
Afghanistan Logar Powrak,34.0145518,69.1923916
Afghanistan Zabul Forward Operating Base Bullard,32.1918782,67.1894488
Afghanistan Paktika Gerda Serai,32.2645386,68.52471489999999
Afghanistan Kapisa Payendakhel,34.9810572,69.6214562
Afghanistan Uruzgan Mirabad Valley,32.93021,66.63642899999999
"United States Nangarhar National Naval Medical Center, Bethesda, MD",39.0015809,-77.09387269999999
Afghanistan Wardak Tanji Valley,34.3513494,68.2385339
Afghanistan Helmand Durai,31.3636474,63.95861110000001
Afghanistan Laghman Military Hospital of Base Laghman,34.6897687,70.1455805
Afghanistan Paktika Contingency Outpost Zerok,33.1581976,69.3074401
Afghanistan Wardak Jaghatu,33.7708373,68.3697002
"Afghanistan Helmand Nad-e Ali, Nahr-e Bughra canal",31.6642176,64.2661498
Afghanistan Eastern Afghanistan Quarando Village,NAN,NAN
United States Kunar Walter Reed Army Medical Center,35.0883133,71.36685039999999
Afghanistan Logar Pul-e-Alam district,33.9999375,69.0195316
Afghanistan Kandahar Kandahar Air Field,31.5022998,65.85072439999999
Afghanistan Kandahar Belanday,31.628871,65.7371749
Afghanistan Helmand Char Bagh,31.3636474,63.95861110000001
United States Helmand Walter Reed Army Medical Center,39.0015809,-77.09387269999999
Afghanistan Helmand Forward Operating Base Zeebrugge,31.3636474,63.95861110000001
Afghanistan Kunduz Char Darrah,36.7285907,68.8680663
Afghanistan Helmand Babaji District,31.3636474,63.95861110000001
Afghanistan Southern Afghanistan Dashat,NAN,NAN
"Canada Kandahar University of Alberta Hospital, Edmonton CA",53.52328,-113.525236
"Afghanistan Badghis Bethesda, MD",35.1671339,63.7695384
Afghanistan Helmand Musa Qaleh,32.3638887,64.7814427
"Afghanistan Helmand Selly Oak Hospital Birmingham, UK",52.43843889999999,-1.9384925
Afghanistan Helmand Gereshk district,31.8299494,64.5681086
Afghanistan Paktika Yosuf Khel,33.8899723,68.95917539999999
Afghanistan Zabul Lagman Base,32.1305227,66.9279814
Afghanistan Kandahar Senjaray,31.62673,65.54261
Afghanistan Helmand Babaji district,31.3636474,63.95861110000001
Afghanistan Helmand Patrol Base EZARAY,31.3636474,63.95861110000001
Afghanistan Helmand FOB INKERMAN,31.3636474,63.95861110000001
Afghanistan Kandahar Camp Nathan Smith,31.628871,65.7371749
Pakistan Swat Timagara,34.827769,71.8423092
Afghanistan Helmand Malgir,31.7472,64.44207
Afghanistan Badghis Qala-i-Naw,34.9690901,63.1443045
Afghanistan Wardak Wardak province,34.3513494,68.2385339
Afghanistan Uruzgan Oruzgan Province,32.93021,66.63642899999999
Afghanistan Faryab Faryab province,36.0795613,64.90595499999999
Afghanistan Kunar Korengal Outpost,34.895818,70.913347
Afghanistan Kunar Abad,34.8742638,71.1537637
Afghanistan Kandahar Nakhoney,31.628871,65.7371749
Afghanistan Logar Combat Outpost McClain,34.0145518,69.1923916
Afghanistan Kapisa Mahmud Raqi,35.0136063,69.34884079999999
Afghanistan Eastern Afghanistan Darya Ya,40.3217364,62.3931108
Afghanistan Khost Combat Outpost Bowri Tana,33.3338472,69.9371673
Afghanistan Kandahar Ashoque,31.628871,65.7371749
Afghanistan Helmand Patrol Base Blenheim,31.3636474,63.95861110000001
Afghanistan Laghman FOBase Methar Lam,34.6672527,70.2117178
Afghanistan Khost FOB Chapman,33.3338472,69.9371673
"Afghanistan Khost FOB Chapman, Khowst",33.3338472,69.9371673
Afghanistan Helmand Kajaki area of Helmand Province,31.3636474,63.95861110000001
Afghanistan Kandahar Howz-e Madad,30.7944444,65.7858333
"Afghanistan Kandahar Nakhoney, Panjwaii district",31.54347009999999,65.4608867
Afghanistan Helmand Patrol Base Almas,31.3636474,63.95861110000001
Afghanistan Ghazni Ghazni Province,33.5450587,68.4173972
"Germany Logar Landstuhl Reg. Med. Center, Landstuhl, Germany",49.40426,7.559619999999999
Afghanistan Helmand Patrol Base Barakzai,31.3636474,63.95861110000001
Afghanistan Kandahar Pashmul,31.628871,65.7371749
Afghanistan Zabul Pashay Kala,32.1918782,67.1894488
Afghanistan Helmand Patrol Base Wahid,31.3636474,63.95861110000001
Denmark Afghanistan Copenhagen University Hospital,55.695981,12.566608
Afghanistan Farah Farah province,32.4464635,62.1454133
Afghanistan Badghis western Badghis province,35.1671339,63.7695384
Afghanistan Paktika Paktika Province,32.2645386,68.52471489999999
"Germany Wardak Landstuhl Reg. Med. Center, Landstuhl, Germany",49.40426,7.559619999999999
Afghanistan Badghis Darreh-ye Bum,35.132339,63.474419
"England Kandahar Selly Oak Hospital Birmingham, UK",52.4511253,-1.9429677
Afghanistan Laghman Laghman province,34.6897687,70.1455805
"Afghanistan Helmand Rahim Qalay, Gereshk",31.8299494,64.5681086
Afghanistan Kandahar Kandahar province,31.628871,65.7371749
Afghanistan Kandahar Arghendab District,31.7050324,65.6896282
Afghanistan Herat between the cities of Herat and Shindad,34.352865,62.20402869999999
Afghanistan Kandahar Kandahar Province,31.628871,65.7371749
Afghanistan Helmand Bagram,34.9402503,69.2549736
France Kapisa Military hospital near Paris,48.856614,2.3522219
Afghanistan Herat Syah Washan,34.352865,62.20402869999999
United States Kunar Ganjgal Valley,35.0883133,71.36685039999999
Afghanistan Helmand Contingency Outpost Dehanna,31.3636474,63.95861110000001
Germany Kunduz Mainz,49.9928617,8.2472526
Afghanistan Nuristan Kamdesh,35.4098732,71.33864369999999
Afghanistan Kandahar Murcheh,31.628773,65.0418399
Afghanistan Khost Mandozai district,33.3066948,69.871653
Philippines Jolo Indanan town,5.9891447,120.9532123
Afghanistan Kabul Surobi,34.6313402,69.71826759999999
Afghanistan Kapisa north-eastern Kapisa province,34.9810572,69.6214562
Afghanistan Nimroz Nimroz province,31.0261488,62.4504154
Afghanistan Zabul Omar Zai,32.1918782,67.1894488
"UK Helmand Royal Centre for Defence Medicine, Selly Oak",52.4408809,-1.9385408
Afghanistan Helmand Southern Afghanistan,31.3636474,63.95861110000001
Afghanistan Herat Turan,34.352865,62.20402869999999
Afghanistan Farah Bala Baluk,32.6898446,62.7323884
Poland Ghazni Lublin Poland,51.2464536,22.5684463
Afghanistan Uruzgan Tabar,32.93021,66.63642899999999
Afghanistan Uruzgan Deh Rawood,32.6237386,65.45643199999999
Afghanistan Kandahar Dand District,31.5358972,65.80850490000002
"Germany Parwan Ramstein, Germany",49.445759,7.554540399999999
Afghanistan Paktika Ahmadabad,32.2645386,68.52471489999999
"Afghanistan Kapisa Showkhi, Kapisa province",34.9810572,69.6214562
Afghanistan Kandahar Shuyene Sufia,31.628871,65.7371749
Afghanistan Helmand Yakhchal,31.783124,64.6984617
Afghanistan Kabul Kabul province,34.5553494,69.207486
"UK Helmand Defence Medicine in Selly Oak, UK",52.4408809,-1.9385408
Afghanistan Ghazni Ajiristan,33.5450587,68.4173972
"United States Logar National Naval Medical Center, Bethesda, MD",39.0015809,-77.09387269999999
Afghanistan Kapisa Kapisa province,34.9810572,69.6214562
Afghanistan Farah Farah Province,32.4464635,62.1454133
Afghanistan Wardak Qole Gerdsar,34.365,68.8797222
Afghanistan Kandahar Mushan Village,31.467506,65.25663
Afghanistan Kapisa Pain Ghayne in Valley Ghayn near Nijrab,34.9971359,69.83591539999999
"United States Unknown Jackson Memorial Hospital in Miami, FL",25.7917353,-80.2127544
Afghanistan Laghman Methar Lam,34.6672527,70.2117178
Afghanistan Uruzgan Baluchi Valley north of Tarin Kowt,32.666404,65.9036295
Afghanistan Helmand FOB Keenannear Gereshk,31.8299494,64.5681086
Afghanistan Kabul Faryab province,34.5553494,69.207486
Afghanistan Nuristan Barg-e Matal,35.6734009,71.3430976
Afghanistan Helmand FOB Wishtan in Sangin,32.0710999,64.8525866
Afghanistan Kabul Bagram,34.9402503,69.2549736
"Afghanistan Helmand Char-e-Anjir, just outside Lashkar Gah",31.6095648,64.4082082
Afghanistan Kabul Bagram Air Base,34.9437856,69.2631799
Afghanistan Unknown Shindand,33.307049,62.136421
Afghanistan Paktika FOB Salerno,32.2645386,68.52471489999999
Afghanistan Zabul FOB,32.1305227,66.9279814
Afghanistan Paktika Combat Outpost Zerok,33.1581976,69.3074401
"Germany Kunar Landstuhl Reg. Med. Center, Landstuhl, Germany",49.40426,7.559619999999999
Afghanistan Unknown Combat Outpost Carwile,NAN,NAN
Afghanistan Unknown Kheyl,32.5151899,64.432205
Afghanistan Khost Mado Zayi,33.3338472,69.9371673
Afghanistan Helmand Barakhzai,31.3636474,63.95861110000001
"United States Paktika Brooke Army Medical Center, San Antonio, TX",29.459702,-98.4166698
Afghanistan Helmand Pimon,31.3636474,63.95861110000001
Afghanistan Kapisa Farah Province,32.495328,62.2626627
Afghanistan Paktika FOB Gardez,33.6042793,69.2281531
Afghanistan Paktika Paktya,33.706199,69.3831079
Afghanistan Wardak Nerkh,34.3513494,68.2385339
"England Helmand Selly Oak Hospital Birmingham, UK",52.4511253,-1.9429677
Afghanistan Panjshir Panjshir Province,35.5025772,69.9550338
Afghanistan Uruzgan Chak,32.93021,66.63642899999999
"Afghanistan Helmand Woqab, close to Musa Qaleh",31.3636474,63.95861110000001
Afghanistan Kunar Nishagam,35.0883133,71.36685039999999
Afghanistan Balkh Takht Pul,36.7550603,66.8975372
Afghanistan Kunar Korengal Valley,34.8465893,71.097317
Afghanistan Kandahar Shah Wali Khot district,32.0740778,66.1415263
Afghanistan Balkh Camp Shaheen in Mazar-E-Sharif,36.69261669999999,67.1179511
Afghanistan Helmand Kut,31.3636474,63.95861110000001
Afghanistan Kabul Kapisa region,34.9810572,69.6214562
Afghanistan Farah Feyzabad,37.1017088,70.5552362
Afghanistan Paktika Kandaw Kalay,32.2645386,68.52471489999999
Afghanistan Kandahar Arghandab District,31.7050324,65.6896282
"United States Kabul Brooke Army Medical Center, San Antonio, TX",29.4607701,-98.41623969999999
England Helmand Sangin,32.0710999,64.8525866
Afghanistan Kandahar Uruzgan province,32.9271287,66.1415263
Afghanistan Unknown Khordi,NAN,NAN
Afghanistan Paktika FOB Tillman,32.2645386,68.52471489999999
Afghanistan Uruzgan Faramuz,32.96936,66.662628
Afghanistan Logar Deh-e-Manakah,34.0145518,69.1923916
Afghanistan Herat Camp Arena,34.352865,62.20402869999999
Afghanistan Helmand Kajaki,32.270119,65.049683
Afghanistan Zabul Tarnak va Jaldak district,31.97372339999999,66.68537479999999
Afghanistan Uruzgan Uruzgan province,32.93021,66.63642899999999
"Afghanistan Helmand Zarghun Kalay, Nad e Ali District",31.673616,64.310051
Afghanistan Unknown FOB Ramrod,NAN,NAN
"Afghanistan Helmand FOB, Gereshk area of",31.3636474,63.95861110000001
"United States Nuristan National Naval Medical Center, Bethesda, MD",39.0015809,-77.09387269999999
Afghanistan Uruzgan Oruzgan province,32.93021,66.63642899999999
Afghanistan Ghazni Badin Kheyl,33.5450587,68.4173972
Afghanistan Farah Bela Beluk,32.4464635,62.1454133
Afghanistan Laghman Charbagh,34.6897687,70.1455805
Afghanistan Paktika Karangol Village,32.2645386,68.52471489999999
Afghanistan Paktika Bermel District Center,32.7156593,69.2817936
Afghanistan Kunar Qazi Bandeh,35.0883133,71.36685039999999
Afghanistan Kabul Qara Bagh Karez,34.8462753,69.21623269999999
Afghanistan Paktika Jaji District,32.2645386,68.52471489999999
Afghanistan Parwan Able Monti,34.9630977,68.81088489999999
Afghanistan Paktika Gerdia Seria,32.2645386,68.52471489999999
Afghanistan Helmand FOB Gibraltar,31.3636474,63.95861110000001
Afghanistan Unknown FOB Nagil,NAN,NAN
Afghanistan Kabul Afghanya Valley,34.5553494,69.207486
Afghanistan Kunar Outpost Restrepo,35.0883133,71.36685039999999
Afghanistan Unknown Aliabad,36.5109184,68.90328819999999
Afghanistan Uruzgan Ana Kalay,32.937016,66.71179200000002
Afghanistan Unknown Combat Outpost Vegas,36.1699412,-115.1398296
Afghanistan Ghazni between Sharana and Ghazni,33.1771318,68.7810767
Afghanistan Laghman FOB Mehtar Lam,34.6672527,70.2117178
Afghanistan Kunar Korengal,34.895818,70.913347
Afghanistan Faryab Meymaneh,35.91784,64.7755147
Afghanistan Kunar FOB Bostick,35.0883133,71.36685039999999
Afghanistan Unknown Sangatesh,NAN,NAN
Afghanistan Nangarhar FOB Torkham,34.1298683,71.0839469
Afghanistan Kandahar Chowkay Valley,31.628871,65.7371749
Afghanistan Khost Route Alaska,33.3338472,69.9371673
Afghanistan Helmand Nahri Sarrj,31.76147,64.6214281
Afghanistan Paktika Sharana District,33.1771318,68.7810767
Afghanistan Khost Qalandar District,33.4807622,69.6929488
Afghanistan Kunar Wanat,35.0883133,71.36685039999999
Afghanistan Helmand Kajaki Sofla,32.270119,65.049683
Afghanistan Paktika Babo Kheyl,32.2645386,68.52471489999999
Afghanistan Kandahar Chow Kay Valley,31.628871,65.7371749
"United States Wardak National Naval Medical Center, Bethesda, MD",39.0015809,-77.09387269999999
Afghanistan Kandahar Khosrow-E Sofla,31.628871,65.7371749
Afghanistan Wardak Sayed Abad District,33.8955188,68.7631916
Afghanistan Nangarhar Khogyani,34.2292129,70.1932084
Afghanistan Helmand Upper Sangin Valley,32.0710999,64.8525866
Afghanistan Kabul Qalat - Kabul,32.1029636,66.9064717
Afghanistan Helmand Upper Gereshk Valley,31.8299494,64.5681086
Afghanistan Kandahar Kandahar Army Airfield,31.628871,65.7371749
Afghanistan Farah Shewan,32.4464635,62.1454133
Afghanistan Ghor Ghor province,34.0995776,64.90595499999999
Afghanistan Khost Kushamond,33.3338472,69.9371673
Afghanistan Unknown Aband District,22.3299068,72.61511689999999
Afghanistan Kapisa Kapisa Province,34.9810572,69.6214562
"Afghanistan Kandahar Pashmul region, Zhari district",30.9960679,65.475736
Afghanistan Helmand Naw Zad district - Helmand Province,32.4000226,64.4318916
Afghanistan Kapisa Tag Ab Valley,34.7601856,69.81208939999999
Afghanistan Kandahar Sperwan Ghar,31.4977778,65.41861109999999
Afghanistan Zabul North of Qalat,32.1029636,66.9064717
Afghanistan Ghazni Nawa District,32.4026685,67.8569785
Afghanistan Helmand Girishk,31.8299494,64.5681086
Afghanistan Kandahar Panjawayi,31.54347009999999,65.4608867
"United States Khost Brooke Army Medical Center, San Antonio, TX",29.459702,-98.4166698
Denmark Kandahar Denmark,31.628871,65.7371749
Afghanistan Paktika Sharan district,33.1771318,68.7810767
Afghanistan Nangarhar FOB Fenty,34.400833,70.49722299999999
Afghanistan Kunar Barikowt,35.0883133,71.36685039999999
Afghanistan Kandahar Arghandab district,31.7050324,65.6896282
"Afghanistan Khost San Antonio, Texas",29.534925,-98.523454
Afghanistan Helmand Chagali,31.3636474,63.95861110000001
Afghanistan Nangarhar Laghar Juy - Nangarhar Province,34.104778,70.531937
Afghanistan Nuristan Nangalam,34.9719089,70.908203
"United States Jowzjan San Antonio, Texas",29.4241219,-98.49362819999999
Afghanistan Paktika FOB Curry,32.2645386,68.52471489999999
Afghanistan Kabul Paghman,34.5911393,68.9569399
Afghanistan Uruzgan Karim Towt - east of,32.93021,66.63642899999999
Afghanistan Paktika Bermel,32.7156593,69.2817936
Afghanistan Nuristan Aranus,35.3250223,70.90712359999999
Afghanistan Faryab Maymana,35.91784,64.7755147
Afghanistan Kunar Sawtalo Sar Mountain,34.8697222,70.9602778
Italy Unknown Policlinico Militare del Celio,41.8867823,12.4961116
Afghanistan Paktika Firebase Wilderness,32.2645386,68.52471489999999
"United States Paktika San Antonio, Texas",29.4241219,-98.49362819999999
Afghanistan Paktika Lewanne Bazaar,32.2645386,68.52471489999999
Afghanistan Uruzgan Cutu-brug,32.716667,65.466667
Afghanistan Kabul Shakar-Darreh,34.5553494,69.207486
Afghanistan Paktika FOB Sharana,33.1771318,68.7810767
Afghanistan Helmand Jusyalay,31.3636474,63.95861110000001
Afghanistan Helmand between Heyderabad and Mirmandab,31.3636474,63.95861110000001
Afghanistan Jowzjan Kamu,36.8969692,65.6658568
Afghanistan Wardak Jaghato,33.7708373,68.3697002
Holland Uruzgan Deh Rawood,32.6237386,65.45643199999999
Afghanistan Paktika Wazi Khwa,32.14336,68.264954
Afghanistan Kunar Watapor Valley,34.9109308,71.1273981
Afghanistan Helmand Qaleh-e-Gaz,31.3636474,63.95861110000001
Afghanistan Helmand Vashir City,32.2512669,63.8611027
Afghanistan Ghazni Miri,33.332741,68.455071
Afghanistan Uruzgan Kora,32.93021,66.63642899999999
Afghanistan Paktika Shkin,32.5261726,69.2564636
Afghanistan Unknown Kahkrez,NAN,NAN
Afghanistan Nuristan Gowardesh,35.3250223,70.90712359999999
Afghanistan Badghis Badghis Province,35.1671339,63.7695384
Afghanistan Unknown FOB Warrior,NAN,NAN
Czech Republic Badakshan Fajzabad,37.1017088,70.5552362
Afghanistan Zabul Shahjoi district,32.5031955,67.4158925
Afghanistan Helmand Kajaki - northern Helmand province,31.3636474,63.95861110000001
Afghanistan Helmand Now Zad,32.4000226,64.4318916
Afghanistan Nuristan Wygal Valley,35.3250223,70.90712359999999
Afghanistan Unknown Marah,NAN,NAN
Afghanistan Kandahar Bandi Temur,31.4961111,64.9002778
Italy Kabul Kabul,34.5357234,69.1870319
Afghanistan Unknown Spira,NAN,NAN
Afghanistan Laghman Mihtarlam,34.6672527,70.2117178
Afghanistan Kunar Pech District,34.8728983,71.1556204
Afghanistan Uruzgan Char Cheno district,32.93021,66.63642899999999
Afghanistan Unknown Turkalay,NAN,NAN
United States Kabul Walter Reed Army Medical Center,39.0015809,-77.09387269999999
Afghanistan Uruzgan Carhar Cineh District of Uruzgan Province,32.604607,65.7374339
Afghanistan Kunduz Khwaja Ahmed,36.7285907,68.8680663
Afghanistan Zabul Larzab Base,32.1918782,67.1894488
Afghanistan Paktika Orgun-e,32.9344964,69.1554165
Afghanistan Helmand Baghran Valley,33.0501546,65.0868788
Afghanistan Helmand Nawzad District,32.4000226,64.4318916
Afghanistan Kandahar Ghecko,31.628871,65.7371749
Afghanistan Nangarhar Naray,34.1718313,70.6216794
Afghanistan Kunar Pech River Valley,34.8728983,71.1556204
Afghanistan Uruzgan Cahar Cineh District,32.604607,65.7374339
Afghanistan Helmand Camp Bastion [Helmand Prov.],31.3636474,63.95861110000001
Afghanistan Kunar Pech Valley,34.8728983,71.1556204
"Germany Afghanistan Landstuhl Reg. Med. Center, Landstuhl, Germany",49.40426,7.559619999999999
Afghanistan Kandahar Kandahar Airfield Hospital,31.5022998,65.85072439999999
Afghanistan Khost FOB Salerno,33.3670505,69.96490179999999
Afghanistan Kabul Camp Invicta,34.5553494,69.207486
Afghanistan Unknown Afghanistan,NAN,NAN
Afghanistan Kunar Camp Blessing,35.0883133,71.36685039999999
Afghanistan Zabul Deh Chopan,32.959888,67.340332
Afghanistan Zabul Baylough,32.1918782,67.1894488
Afghanistan Paktika Khayr Kot District,32.851768,68.454987
Afghanistan Kunar Taleban,35.0883133,71.36685039999999
Afghanistan Uruzgan FOB Ripley,32.93021,66.63642899999999
Afghanistan Kunar Kunar River,34.8465893,71.097317
Afghanistan Helmand Qala-i-Gaz,31.3636474,63.95861110000001
Afghanistan Takhar Takhar Province,36.6698013,69.4784541
Afghanistan Paktika FOB Orgun-E,32.9344964,69.1554165
Afghanistan Laghman Alishang,34.7,70.14999999999999
Afghanistan Herat Between Herat to Kabul,34.352865,62.20402869999999
Afghanistan Herat Shindand Airfield,33.307049,62.136421
Afghanistan Paktika Sharownikay,32.2645386,68.52471489999999
Afghanistan Bamyan Bamyan Prov.,34.8100067,67.8212104
"Germany Farah Landstuhl Reg. Med. Center, Landstuhl, Germany",49.40426,7.559619999999999
Afghanistan Uruzgan Miam Do,32.93021,66.63642899999999
Afghanistan Paktika Naka,33.183333,69.25
Afghanistan Ghazni Ghazikel,33.5450587,68.4173972
"Germany Parwan Landstuhl Reg. Med. Center, Landstuhl, Germany",49.40426,7.559619999999999
Afghanistan Parwan Camp Bulldog,34.9630977,68.81088489999999
Afghanistan Zabul Deh Rawood,32.1918782,67.1894488
Afghanistan Kandahar Tawara,31.628871,65.7371749
Germany Kandahar Homberg,51.0314351,9.4127239
Afghanistan Khost Sperah,33.19392,69.515022
United States Afghanistan Walter Reed Army Medical Center,39.0015809,-77.09387269999999
Afghanistan Kabul Afghan National Army training facility in Kabul,34.5414181,69.1884611
Afghanistan Paktika Ne Shkin,32.5261726,69.2564636
Afghanistan Ghazni Gardez,33.6042793,69.2281531
Afghanistan Kabul British base at Kabul International Airport,34.5608772,69.2100894
Afghanistan Unknown Ab Khail,NAN,NAN
Afghanistan Paktika Takur Ghar,33.0902778,69.16555559999999
Afghanistan Paktika Takur Ghar Mountain,33.0902778,69.16555559999999
Afghanistan Parwan Bagram Air Base north of Kabul,34.5553494,69.207486
International Waters International Waters Persian Gulf,26.7505337,51.6834275
